No disposition;Nature mutation;Valeur fonciere;No voie;Code type de voie;Type de voie;Code voie;Voie;Code ID commune;Code postal;Commune;Code departement;Code commune;No plan;1er lot;Nombre de lots;Code type local;Type local;Surface reelle bati;Nombre pieces principales;
1;Vente;600000;2;0;RUE;8218;RICHER;3202;75009;PARIS 09;75;109;77;25;1;2;Appartement;50;2;
1;Vente;600000;91;0;RUE;1058;BOILEAU;3208;75016;PARIS 16;75;116;62;3;3;2;Appartement;55;2;
1;Vente;600000;22;0;RUE;5976;MANIN;3212;75019;PARIS 19;75;119;22;3;1;2;Appartement;53;3;
1;Vente;600000;119;0;RUE;258;DES AMANDIERS;3211;75020;PARIS 20;75;120;29;26;1;2;Appartement;80;3;
1;Vente;600600;77;0;RUE;9628;VAUVENARGUES;3210;75018;PARIS 18;75;118;9;23;2;2;Appartement;69;3;
1;Vente;600845;42;0;RUE;6175;DU MOULIN FIDEL;2974;92350;LE PLESSIS-ROBINSON;92;060;48;311;2;2;Appartement;100;5;
1;Vente;601000;5;25;PARC;2525;DE LATTRE DE TASSIGNY;2945;92400;COURBEVOIE;92;026;122;1012;2;2;Appartement;83;4;
1;Vente;601000;124;0;RUE;5473;LEGENDRE;3209;75017;PARIS 17;75;117;98;25;1;2;Appartement;51;3;
1;Vente;601000;13;1;AV;2015;DE LA VICOMTE;1011;35800;DINARD;35;093;13;713;1;2;Appartement;62;3;
1;Vente;601000;3;0;RUE;1966;DU CHEMIN VERT;3203;75011;PARIS 11;75;111;19;25;3;2;Appartement;48;2;
1;Vente;601100;68;0;RUE;3180;ESCUDIER;2955;92100;BOULOGNE-BILLANCOURT;92;012;65;4;1;2;Appartement;55;3;
1;Vente;601288;114;0;RUE;6324;MICHEL ANGE;3208;75016;PARIS 16;75;116;15;78;1;2;Appartement;58;2;
1;Vente;601400;25;35;PAS;2938;DUBAIL;3201;75010;PARIS 10;75;110;57;116;2;2;Appartement;71;3;
1;Vente;601410;71;1;AV;8718;DE SAINT OUEN;3209;75017;PARIS 17;75;117;115;6;1;2;Appartement;54;3;
1;Vente;601500;7;0;RUE;8927;DU SERGENT BAUCHAT;3204;75012;PARIS 12;75;112;19;10;1;2;Appartement;55;3;
1;Vente;601500;141;0;RUE;7564;DES POISSONNIERS;3210;75018;PARIS 18;75;118;9;4;1;2;Appartement;77;4;
1;Vente;602000;7;0;RUE;8824;SARASATE;3207;75015;PARIS 15;75;115;3;12;2;2;Appartement;48;3;
1;Vente;602000;5;0;RUE;7610;DU PONT DE LODI;3198;75006;PARIS 06;75;106;105;44;1;2;Appartement;37;2;
1;Vente;602000;14;0;RUE;5447;LECLUSE;3209;75017;PARIS 17;75;117;88;43;1;2;Appartement;49;3;
1;Vente;602500;4;5;CHE;410;DE L HERMITAGE;1059;38240;MEYLAN;38;229;197;45;1;2;Appartement;141;4;
1;Vente;603000;75;0;RUE;1430;CARNOT;2952;92300;LEVALLOIS-PERRET;92;044;20;5;2;2;Appartement;65;3;
1;Vente;603113;82;0;RUE;3514;DU FBG ST ANTOINE;3204;75012;PARIS 12;75;112;13;18;1;2;Appartement;65;2;
1;Vente;603800;90;39;VC;1689;LA CANEBIERE;315;13001;MARSEILLE 1ER;13;201;8;5;1;2;Appartement;265;7;
1;Vente;603800;6;0;RUE;7170;DES POMMIERS;3061;94300;VINCENNES;94;080;13;10107;2;2;Appartement;68;3;
1;Vente;604000;15;0;RUE;9209;DE LA TERRASSE;3209;75017;PARIS 17;75;117;45;13;2;2;Appartement;48;3;
1;Vente;604240;2;0;RUE;7385;PHILIPPE DE GIRARD;3201;75010;PARIS 10;75;110;5;16;2;2;Appartement;54;3;
1;Vente;604250;56;15;BD;9907;VOLTAIRE;3203;75011;PARIS 11;75;111;33;25;1;2;Appartement;53;3;
1;Vente;604580;33;1;AV;1542;DE LA COMMUNE DE PARIS;2944;92000;NANTERRE;92;050;314;1013;1;2;Appartement;84;4;
1;Vente;604600;7;0;RUE;5110;DU LAC;3063;94160;SAINT-MANDE;94;067;29;7;1;2;Appartement;51;3;
1;Vente;605000;21;0;RUE;6573;DE MOSCOU;3197;75008;PARIS 08;75;108;85;20;2;2;Appartement;61;3;
1;Vente;605000;19;0;RUE;9376;TOURNEFORT;3200;75005;PARIS 05;75;105;98;204;2;2;Appartement;48;2;
1;Vente;605000;169;0;RUE;6513;MONTMARTRE;3214;75002;PARIS 02;75;102;94;28;1;2;Appartement;46;2;
1;Vente;605000;46;0;RUE;1614;CAULAINCOURT;3210;75018;PARIS 18;75;118;59;24;1;2;Appartement;50;2;
1;Vente;605000;6;0;RUE;61;ADOLPHE FOCILLON;3206;75014;PARIS 14;75;114;56;3;1;2;Appartement;54;2;
1;Vente;605000;47;0;RUE;8289;DE ROCHECHOUART;3202;75009;PARIS 09;75;109;60;9;1;2;Appartement;48;3;
1;Vente;605000;140;15;BD;9907;VOLTAIRE;3203;75011;PARIS 11;75;111;52;17;1;2;Appartement;53;3;
1;Vente;605000;10;0;RUE;3150;EMILE ZOLA;3060;94130;NOGENT-SUR-MARNE;94;052;46;20;2;2;Appartement;72;4;
1;Vente;605000;34;0;RUE;7402;DE PICPUS;3204;75012;PARIS 12;75;112;24;31;1;2;Appartement;55;2;
1;Vente;605000;37;0;RUE;740;DE FOURQUEUX;2447;78100;SAINT-GERMAIN-EN-LAYE;78;551;969;255;1;1;Maison;102;5;
1;Vente;605000;3;1;AV;4172;GUTENBERG;2941;92800;PUTEAUX;92;062;67;1068;2;2;Appartement;81;4;
1;Vente;605000;35;1;AV;470;JEAN KIFFER;3053;94420;LE PLESSIS-TREVISE;94;059;831;75;1;2;Appartement;27;1;
1;Vente;605060;34;0;RUE;67;DES PECHEURS;3165;97229;TROIS ILETS;972;231;930;601;1;1;Maison;131;5;
1;Vente;605550;4;0;RUE;3767;FOURCROY;3209;75017;PARIS 17;75;117;43;12;2;2;Appartement;52;3;
1;Vente;605800;11;0;RUE;8680;SAINT LUC;3210;75018;PARIS 18;75;118;166;8;1;2;Appartement;58;3;
1;Vente;606000;4;0;RUE;1460;JEAN MERMOZ;2407;78000;VERSAILLES;78;646;167;124;2;2;Appartement;92;4;
1;Vente;606030;25;1;AV;7471;PIERRE 1ER SERBIE;3208;75016;PARIS 16;75;116;30;30;1;2;Appartement;25;1;
1;Vente;606200;74;1;AV;4137;DU GEN DE GAULLE;3063;94160;SAINT-MANDE;94;067;130;9;1;2;Appartement;64;3;
1;Vente;606500;126;0;RUE;6858;OBERKAMPF;3203;75011;PARIS 11;75;111;42;70;2;2;Appartement;46;3;
1;Vente;606500;28;0;RUE;7150;DE PLAISANCE;3060;94130;NOGENT-SUR-MARNE;94;052;2;70;1;2;Appartement;96;4;
1;Vente;606510;18;0;RUE;420;DES ARCHIVES;3213;75004;PARIS 04;75;104;7;111;2;2;Appartement;41;3;
1;Vente;606820;867;4;CRS;138;AQUITAINE;2955;92100;BOULOGNE-BILLANCOURT;92;012;88;224;1;2;Appartement;93;4;
1;Vente;607000;11;0;RUE;2472;CROZATIER;3204;75012;PARIS 12;75;112;43;17;1;2;Appartement;55;3;
1;Vente;607000;84;15;BD;7089;PASTEUR;3207;75015;PARIS 15;75;115;26;64;1;2;Appartement;58;3;
1;Vente;607046;10;0;RUE;6165;DU MONT VALERIEN;2943;92150;SURESNES;92;073;3;18;2;2;Appartement;83;3;
1;Vente;607200;10;0;RUE;2866;DU DR PAUL BROUSSE;3209;75017;PARIS 17;75;117;159;117;2;2;Appartement;63;3;
1;Vente;607500;37;0;RUE;3705;FONDARY;3207;75015;PARIS 15;75;115;11;32;2;2;Appartement;62;3;
1;Vente;607500;62;1;AV;6155;DES MINIMES;3061;94300;VINCENNES;94;080;25;21;1;2;Appartement;64;3;
1;Vente;607620;58;72;DSC;907;DES PERIADES;2156;74400;CHAMONIX MONT BLANC;74;056;5427;267;2;2;Appartement;99;4;
1;Vente;607757;7;0;RUE;8903;SEDILLOT;3199;75007;PARIS 07;75;107;46;48;2;2;Appartement;44;2;
1;Vente;608000;10;0;RUE;3944;GANNERON;3210;75018;PARIS 18;75;118;51;263;1;2;Appartement;67;3;
1;Vente;608000;35;0;RUE;140;AUDRY DE PUYRAVAULT;405;17300;ROCHEFORT;17;299;974;14;1;2;Appartement;251;5;
1;Vente;609000;16;35;PAS;5919;DE LA MAIN D'OR;3203;75011;PARIS 11;75;111;129;53;2;2;Appartement;40;1;
1;Vente;609047;33;0;RUE;1120;DU DOCTEUR ZAMENHOFF;2942;92500;RUEIL-MALMAISON;92;063;715;80;2;2;Appartement;96;4;
1;Vente;609400;112;0;RUE;1595;CASTAGNARY;3207;75015;PARIS 15;75;115;58;45;2;2;Appartement;70;3;
1;Vente;609415;4;0;RUE;521;DES PINCEAUTEUSES;2417;78350;JOUY EN JOSAS;78;322;611;19;1;1;Maison;100;4;
1;Vente;609500;35;0;RUE;9848;DES VINAIGRIERS;3201;75010;PARIS 10;75;110;20;19;2;2;Appartement;45;3;
1;Vente;609523;58;0;RUE;1978;DU CHERCHE MIDI;3198;75006;PARIS 06;75;106;13;109;2;2;Appartement;50;3;
1;Vente;609600;115;0;RUE;8175;DE REUILLY;3204;75012;PARIS 12;75;112;13;127;2;2;Appartement;68;4;
1;Vente;610000;85;0;RUE;9191;DU TEMPLE;3195;75003;PARIS 03;75;103;41;40;2;2;Appartement;49;2;
1;Vente;610000;63;1;AV;1277;DE BRETEUIL;3199;75007;PARIS 07;75;107;6;104;2;2;Appartement;49;3;
1;Vente;610000;2;0;RUE;5437;LECHAPELAIS;3209;75017;PARIS 17;75;117;68;66;1;2;Appartement;64;2;
1;Vente;610000;8;0;RUE;1866;CHARLES NODIER;3210;75018;PARIS 18;75;118;91;4;2;2;Appartement;55;3;
1;Vente;610000;1;12;PL;4535;AUX HUILES;315;13001;MARSEILLE 1ER;13;201;15;18;1;2;Appartement;63;1;
1;Vente;610000;6125;8;;A089;FERMES DU CHANT L'OISEAU;2097;73550;LES ALLUES;73;015;1400;2;1;2;Appartement;89;4;
1;Vente;610000;2;0;RUE;5195;DE LA POISSONNERIE;143;6300;NICE;06;088;79;9;1;2;Appartement;120;4;
1;Vente;610000;2;0;RUE;1410;CASIMIR PINEL;2954;92200;NEUILLY-SUR-SEINE;92;051;48;15;1;2;Appartement;48;3;
1;Vente;610000;307;0;RUE;833;DE BELLEVILLE;3212;75019;PARIS 19;75;119;73;110;2;2;Appartement;89;3;
1;Vente;610000;94;1;AV;70;AUBERT;3061;94300;VINCENNES;94;080;46;19;2;2;Appartement;88;4;
1;Vente;610000;13;0;RUE;3106;DES ECOUFFES;3213;75004;PARIS 04;75;104;85;105;2;2;Appartement;65;2;
1;Vente;610000;28;0;RUE;2268;CONDORCET;3202;75009;PARIS 09;75;109;124;7;1;2;Appartement;42;2;
1;Vente;610000;26;2;ALL;90;DES CAPUCINES;2427;78290;CROISSY SUR SEINE;78;190;280;13;1;1;Maison;65;4;
1;Vente;610020;14;3;RTE;3308;DES LOGIS FLEURIS;2122;74600;ANNECY;74;010;41;1;1;1;Maison;126;4;
1;Vente;610050;70;0;RUE;2921;DOUDEAUVILLE;3210;75018;PARIS 18;75;118;170;3;1;2;Appartement;70;3;
1;Vente;610200;16;0;RUE;978;DE BIRAGUE;3213;75004;PARIS 04;75;104;38;43;2;2;Appartement;48;2;
1;Vente;610329;68;1;AV;9706;DE VERSAILLES;3208;75016;PARIS 16;75;116;13;18;2;2;Appartement;65;3;
1;Vente;610700;4;0;RUE;5542;LEON DELAGRANGE;3207;75015;PARIS 15;75;115;14;206;2;2;Appartement;63;4;
1;Vente;610755;339;0;RUE;833;DE BELLEVILLE;3212;75019;PARIS 19;75;119;45;23;2;2;Appartement;68;1;
1;Vente;610800;542;2;ALL;510;DE LA PLAGE;2150;74410;DUINGT;74;108;264;65;1;2;Appartement;45;2;
1;Vente;611000;60;0;RUE;626;DE BAGNOLET;3211;75020;PARIS 20;75;120;60;9;1;2;Appartement;66;4;
1;Vente;611000;40;0;RUE;5503;LEMERCIER;3209;75017;PARIS 17;75;117;54;23;2;2;Appartement;65;3;
1;Vente;611015;4;0;RUE;576;AUMONT THIEVILLE;3209;75017;PARIS 17;75;117;12;118;3;2;Appartement;71;2;
1;Vente;611190;6;0;RUE;1315;BROCHANT;3209;75017;PARIS 17;75;117;14;32;2;2;Appartement;54;2;
1;Vente;611284;104;15;BD;2188;EDOUARD HERRIOT;148;6200;NICE;06;088;16;58;1;2;Appartement;99;4;
1;Vente;612000;86;1;AV;2180;DE PARIS;2407;78000;VERSAILLES;78;646;166;768;2;2;Appartement;93;5;
1;Vente;612480;348;0;RUE;7904;DES PYRENEES;3211;75020;PARIS 20;75;120;12;11;1;2;Appartement;54;3;
1;Vente;612500;54;0;RUE;8503;SAINT BLAISE;3211;75020;PARIS 20;75;120;55;27;1;2;Appartement;72;3;
1;Vente;612850;4;0;RUE;6094;MARIO NIKIS;3207;75015;PARIS 15;75;115;13;11;1;2;Appartement;55;3;
1;Vente;613000;5;2;ALL;175;DES BRUYERES;2448;78630;ORGEVAL;78;466;34;43;1;1;Maison;186;7;
1;Vente;614000;22;0;RUE;8180;DE LA REUNION;3211;75020;PARIS 20;75;120;36;34;2;2;Appartement;75;3;
1;Vente;614000;8;0;RUE;8984;SIMON LE FRANC;3213;75004;PARIS 04;75;104;28;19;2;2;Appartement;71;3;
1;Vente;614000;31;0;RUE;1081;BOISSY D ANGLAS;3197;75008;PARIS 08;75;108;46;37;1;2;Appartement;37;2;
1;Vente;614000;15;0;RUE;830;DES BELLES FEUILLES;3208;75016;PARIS 16;75;116;43;9;1;2;Appartement;55;3;
1;Vente;614000;333;0;RUE;9624;DE VAUGIRARD;3207;75015;PARIS 15;75;115;142;13;1;2;Appartement;48;2;
1;Vente;614730;9009;39;VC;119;CLOS BEAUCHAMP;331;13600;LA CIOTAT;13;028;18;9;1;1;Maison;139;5;
1;Vente;615000;11;0;RUE;8249;DE RIVOLI;3213;75004;PARIS 04;75;104;111;8;1;2;Appartement;57;3;
1;Vente;615000;24;43;CITE;9439;DE TREVISE;3202;75009;PARIS 09;75;109;100;10;1;2;Appartement;47;3;
1;Vente;615000;230;5;CHE;127;DES GLAIEULS;2645;83260;LA CRAU;83;047;624;3;1;2;Appartement;126;3;
1;Vente;615000;43;1;AV;150;DE CEINTURE;3140;95880;ENGHIEN LES BAINS;95;210;11;1;1;2;Appartement;108;4;
1;Vente;615000;9;15;BD;1900;THIERS;1856;64500;SAINT-JEAN-DE-LUZ;64;483;455;12;1;2;Appartement;112;5;
1;Vente;615000;5;0;RUE;4682;HUMBLOT;3207;75015;PARIS 15;75;115;26;5;1;2;Appartement;60;2;
1;Vente;615000;133;0;RUE;8529;ST DOMINIQUE;3199;75007;PARIS 07;75;107;66;70;1;2;Appartement;50;2;
1;Vente;615000;7;15;BD;5555;PINEL;1927;69003;LYON 3EME;69;383;50;47;1;2;Appartement;128;5;
1;Vente;615000;48;0;RUE;7400;POMME D OR;784;33300;BORDEAUX;33;063;146;4;1;2;Appartement;137;4;
1;Vente;615000;11;0;RUE;821;BELIDOR;3209;75017;PARIS 17;75;117;12;23;1;2;Appartement;52;3;
1;Vente;615000;88;0;RUE;6858;OBERKAMPF;3203;75011;PARIS 11;75;111;5;110;2;2;Appartement;60;3;
1;Vente;615000;32;0;RUE;7779;PRADIER;3212;75019;PARIS 19;75;119;9;3;2;2;Appartement;60;3;
1;Vente;615500;45;0;RUE;2670;DE LA SOURCE;798;33700;MERIGNAC;33;281;908;2;1;1;Maison;158;4;
1;Vente;615824;94;0;RUE;503;DE L ASSOMPTION;3208;75016;PARIS 16;75;116;51;487;1;2;Appartement;48;2;
1;Vente;615950;7;0;RUE;620;BAUDIN;2945;92400;COURBEVOIE;92;026;110;311;2;2;Appartement;100;5;
1;Vente;616000;25;1;AV;1915;DESAMBROIS;142;6000;NICE;06;088;78;4;2;2;Appartement;209;7;
1;Vente;616000;91;0;RUE;1058;BOILEAU;3208;75016;PARIS 16;75;116;62;21;2;2;Appartement;57;2;
1;Vente;616200;12;0;RUE;4850;DU PRESIDENT KENNEDY;3025;94220;CHARENTON-LE-PONT;94;018;154;33;2;2;Appartement;66;3;
1;Vente;616550;16;0;RUE;9260;THERESE;3196;75001;PARIS 01;75;101;21;2;1;2;Appartement;45;2;
1;Vente;616700;14;0;RUE;2157;DES CLOYS;3210;75018;PARIS 18;75;118;3;20;3;2;Appartement;47;3;
1;Vente;616869;76;15;BD;2792;DIDEROT;3204;75012;PARIS 12;75;112;77;20;2;2;Appartement;52;3;
1;Vente;616900;8;0;RUE;5600;ROSSINI;142;6000;NICE;06;088;312;19;2;2;Appartement;98;4;
1;Vente;617000;55;1;AV;890;DES PAGES;2421;78110;VESINET (LE);78;650;197;24;1;2;Appartement;132;3;
1;Vente;617000;120;0;RUE;61;ANATOLE FRANCE;2952;92300;LEVALLOIS-PERRET;92;044;7;3;1;2;Appartement;75;4;
1;Vente;617000;45;42;VAL;A940;D AZUR JARDINS CHARLOTTE;227;6270;VILLENEUVE-LOUBET;06;161;264;45;1;1;Maison;95;4;
1;Vente;617000;3;0;RUE;1635;CHILDEBERT;1906;69002;LYON 2EME;69;382;16;12;2;2;Appartement;85;3;
1;Vente;617200;94;15;BD;780;DES BELGES;1929;69006;LYON 6EME;69;386;88;42;1;2;Appartement;90;4;
1;Vente;617436;28;0;RUE;8603;SAINT FARGEAU;3211;75020;PARIS 20;75;120;34;196;2;2;Appartement;72;4;
1;Vente;617550;166;0;RUE;143;D ALESIA;3206;75014;PARIS 14;75;114;2;14;2;2;Appartement;56;2;
1;Vente;617675;7;0;RUE;620;BAUDIN;2945;92400;COURBEVOIE;92;026;110;255;2;2;Appartement;100;5;
1;Vente;617785;158;5;CHE;674;GARIBONDY;201;6110;LE CANNET;06;030;107;225;1;2;Appartement;37;2;
1;Vente;617800;41;1;AV;9202;DES TERNES;3209;75017;PARIS 17;75;117;46;5;1;2;Appartement;26;2;
1;Vente;617880;11;0;RUE;3455;EURYALE DEHAYNIN;3212;75019;PARIS 19;75;119;24;7;2;2;Appartement;60;3;
1;Vente;618000;4;0;RUE;4137;GEORGES LARDENNOIS;3212;75019;PARIS 19;75;119;144;17;2;2;Appartement;58;3;
1;Vente;618000;13;0;RUE;3135;EMILE ZOLA;2977;92240;MALAKOFF;92;046;46;1;6;2;Appartement;80;3;
1;Vente;618300;23;1;AV;2334;CORENTIN CARIOU;3212;75019;PARIS 19;75;119;34;94;1;2;Appartement;96;4;
1;Vente;618450;31;0;RUE;6484;MONTERA;3204;75012;PARIS 12;75;112;53;35;2;2;Appartement;63;3;
1;Vente;619000;34;0;RUE;9506;DE TURENNE;3195;75003;PARIS 03;75;103;76;6;1;2;Appartement;46;3;
1;Vente;619000;61;15;BD;7597;PONIATOWSKI;3204;75012;PARIS 12;75;112;31;10;1;2;Appartement;76;3;
1;Vente;619200;28;0;RUE;5622;LE SUEUR;3208;75016;PARIS 16;75;116;79;12;1;2;Appartement;55;3;
1;Vente;619255;50;1;AV;7380;PHILIPPE AUGUSTE;3203;75011;PARIS 11;75;111;48;121;2;2;Appartement;57;3;
1;Vente;619800;3;0;RUE;4843;MARGUERITE GONNET;1054;38000;GRENOBLE;38;185;135;48;1;2;Appartement;124;5;
1;Vente;619900;156;0;RUE;9620;DE VERDUN;2941;92800;PUTEAUX;92;062;22;25;1;2;Appartement;68;3;
1;Vente;619900;268;5;CHE;270;DE LA COLLE;2648;83330;EVENOS;83;053;1953;2;1;1;Maison;226;7;
1;Vente;620000;5;0;RUE;580;DU CANADA;209;6400;CANNES;06;029;94;51;1;2;Appartement;96;4;
1;Vente;620000;114;15;BD;320;ARISTIDE BRIAND;2848;91600;SAVIGNY-SUR-ORGE;91;589;49;1;1;1;Maison;71;4;
1;Vente;620000;80;0;RUE;5976;MANIN;3212;75019;PARIS 19;75;119;11;11;2;2;Appartement;89;5;
1;Vente;620000;17;1;AV;1188;HENRI IV;2962;92190;MEUDON;92;048;611;104;2;2;Appartement;83;4;
1;Vente;620000;20;0;RUE;5302;DE LA MICHODIERE;3214;75002;PARIS 02;75;102;27;51;1;2;Appartement;60;2;
1;Vente;620000;22;0;RUE;530;DU PFR CALMETTE;151;6240;BEAUSOLEIL;06;012;256;51;1;2;Appartement;72;3;
1;Vente;620000;17;0;RUE;5401;LAURISTON;3208;75016;PARIS 16;75;116;38;17;1;2;Appartement;61;3;
1;Vente;620000;65;0;RUE;7115;DU PARC DE CACHAN;3029;94230;CACHAN;94;016;34;12;1;1;Maison;73;3;
1;Vente;620000;194;0;RUE;2300;DE LA CONVENTION;3207;75015;PARIS 15;75;115;36;23;1;2;Appartement;48;3;
1;Vente;620000;86;0;RUE;8678;ST LOUIS EN L ILE;3213;75004;PARIS 04;75;104;83;13;1;2;Appartement;52;2;
1;Vente;620000;72;5;CHE;31;DES COLLINES;42;1630;SERGY;01;401;2284;2;3;1;Maison;106;4;
1;Vente;620000;55;0;RUE;5927;AU MAIRE;3195;75003;PARIS 03;75;103;29;8;1;2;Appartement;47;3;
1;Vente;620000;64;15;BD;6267;DE MENILMONTANT;3211;75020;PARIS 20;75;120;126;15;2;2;Appartement;60;2;
1;Vente;620000;7;0;RUE;8434;RUHMKORFF;3209;75017;PARIS 17;75;117;13;15;2;2;Appartement;63;3;
1;Vente;620000;78;15;BD;2792;DIDEROT;3204;75012;PARIS 12;75;112;76;24;1;2;Appartement;60;3;
1;Vente;620000;64;15;BD;9100;DE STRASBOURG;3201;75010;PARIS 10;75;110;4;15;1;2;Appartement;65;3;
1;Vente;620000;142;0;RUE;1888;DE CHARONNE;3203;75011;PARIS 11;75;111;12;1009;2;2;Appartement;70;3;
1;Vente;620000;18;0;RUE;9665;DE VINCENNES;3016;93100;MONTREUIL;93;048;107;18;2;2;Appartement;86;4;
1;Vente;620225;33;0;RUE;4460;MALESHERBES;1929;69006;LYON 6EME;69;386;39;14;1;2;Appartement;100;3;
1;Vente;620250;90;72;DSC;907;DES PERIADES;2156;74400;CHAMONIX MONT BLANC;74;056;5427;178;2;2;Appartement;73;3;
1;Vente;620500;79;0;RUE;3180;EUGENE MARTIN;3064;94120;FONTENAY-SOUS-BOIS;94;033;314;4;1;2;Appartement;105;3;
1;Vente;621000;38;0;RUE;3305;DES EPINETTES;3209;75017;PARIS 17;75;117;190;1024;1;2;Appartement;53;3;
1;Vente;621000;22;0;RUE;3508;DU FAUBOURG DU TEMPLE;3203;75011;PARIS 11;75;111;16;133;1;2;Appartement;65;2;
1;Vente;621300;21;0;RUE;140;DU CHATEAU D EAU;1944;69740;GENAS;69;277;47;1;1;1;Maison;140;6;
1;Vente;621475;102;0;RUE;1794;DE CHARENTON;3204;75012;PARIS 12;75;112;78;125;2;2;Appartement;54;2;
1;Vente;621725;114;1;AV;7115;DE PARIS;3061;94300;VINCENNES;94;080;14;13;1;2;Appartement;42;3;
1;Vente;621968;19;0;RUE;2728;DESCOMBES;3209;75017;PARIS 17;75;117;61;10;3;2;Appartement;47;3;
1;Vente;622500;52;0;RUE;5968;DE MALTE;3203;75011;PARIS 11;75;111;14;28;2;2;Appartement;45;3;
1;Vente;622500;30;0;RUE;1590;DE LA REPUBLIQUE;2447;78100;SAINT-GERMAIN-EN-LAYE;78;551;225;4;1;2;Appartement;80;4;
1;Vente;622850;4;0;RUE;610;BARLA;143;6300;NICE;06;088;23;44;2;2;Appartement;91;3;
1;Vente;622950;227;0;RUE;5240;LA FAYETTE;3201;75010;PARIS 10;75;110;42;19;2;2;Appartement;56;3;
1;Vente;622980;22;0;RUE;3352;ERNEST RENAN;3207;75015;PARIS 15;75;115;50;3;2;2;Appartement;60;2;
1;Vente;623000;5;0;RUE;1490;DE PONTOISE;2447;78100;SAINT-GERMAIN-EN-LAYE;78;551;286;120;1;2;Appartement;80;4;
1;Vente;623000;7;0;RUE;6886;D OLIVET;3199;75007;PARIS 07;75;107;52;5;1;2;Appartement;46;2;
1;Vente;623000;127;0;RUE;7587;DE LA POMPE;3208;75016;PARIS 16;75;116;39;18;1;2;Appartement;24;2;
1;Vente;623200;116;1;AV;1228;MARECHAL FOCH;2447;78100;SAINT-GERMAIN-EN-LAYE;78;551;150;2;2;2;Appartement;113;6;
1;Vente;623700;6;0;RUE;2614;DU DEBARCADERE;3209;75017;PARIS 17;75;117;18;126;2;2;Appartement;52;2;
1;Vente;624000;53;0;RUE;1270;DE MAREIL;2447;78100;SAINT-GERMAIN-EN-LAYE;78;551;126;22;1;2;Appartement;142;5;
1;Vente;624000;90;0;RUE;499;D ASSAS;3198;75006;PARIS 06;75;106;14;195;2;2;Appartement;33;1;
1;Vente;624080;244;40;HAM;A009;DE LA CLAIRIERE;2174;74190;PASSY;74;208;3702;2;1;2;Appartement;142;5;
1;Vente;624500;83;0;RUE;503;DE L ASSOMPTION;3208;75016;PARIS 16;75;116;37;17;2;2;Appartement;54;2;
1;Vente;625000;24;2;ALL;5175;DU MAIL;390;17000;LA ROCHELLE;17;300;248;2;1;2;Appartement;89;4;
1;Vente;625000;5;0;RUE;9244;TURCON;322;13007;MARSEILLE 7EME;13;207;36;1;1;1;Maison;140;6;
1;Vente;625000;48;1;AV;1170;DU MAL FOCH;2431;78400;CHATOU;78;146;130;75;1;2;Appartement;139;5;
1;Vente;625000;68;0;RUE;1470;DE CHEZY;2954;92200;NEUILLY-SUR-SEINE;92;051;2;1007;1;2;Appartement;45;2;
1;Vente;625000;67;0;RUE;7170;DU PDT WILSON;2952;92300;LEVALLOIS-PERRET;92;044;48;21;1;2;Appartement;63;3;
1;Vente;625000;2;12;PL;4735;JEAN SPIRE LEMAITRE;3061;94300;VINCENNES;94;080;12;331;2;2;Appartement;68;3;
1;Vente;625000;82;0;RUE;2921;DOUDEAUVILLE;3210;75018;PARIS 18;75;118;131;2037;2;2;Appartement;70;3;
1;Vente;625000;27;1;AV;8896;SECRETAN;3212;75019;PARIS 19;75;119;26;23;1;2;Appartement;71;3;
1;Vente;625000;29;0;RUE;490;DE L AUBEPINE;2411;78180;MONTIGNY LE BRETONNEUX;78;423;657;26;1;1;Maison;143;5;
1;Vente;625000;28;15;BD;7258;PEREIRE;3209;75017;PARIS 17;75;117;48;125;1;2;Appartement;64;3;
1;Vente;625400;44;12;PL;4780;JULES FERRY;2968;92120;MONTROUGE;92;049;151;1;2;2;Appartement;47;2;
1;Vente;625500;62;0;RUE;5473;LEGENDRE;3209;75017;PARIS 17;75;117;107;21;1;2;Appartement;75;3;
1;Vente;625722;72;3;RTE;8111;DE LA REINE;2955;92100;BOULOGNE-BILLANCOURT;92;012;100;3;1;2;Appartement;64;3;
1;Vente;625900;43;0;RUE;690;BRIANT;2969;92260;FONTENAY-AUX-ROSES;92;032;57;2;2;1;Maison;96;5;
1;Vente;626000;166;0;RUE;5240;LA FAYETTE;3201;75010;PARIS 10;75;110;39;25;2;2;Appartement;65;3;
1;Vente;626000;4;51;SQ;9029;SEVERINE;965;35000;RENNES;35;238;257;20;1;2;Appartement;40;2;
1;Vente;626200;230;0;RUE;3516;DU FBG SAINT DENIS;3201;75010;PARIS 10;75;110;80;8;1;2;Appartement;55;2;
1;Vente;626656;46;0;RUE;487;D ARTOIS;3197;75008;PARIS 08;75;108;1;19;2;2;Appartement;45;2;
1;Vente;626770;4;1;AV;2088;CLAUDE VELLEFAUX;3201;75010;PARIS 10;75;110;11;114;2;2;Appartement;49;3;
1;Vente;626900;4;0;RUE;2915;DU DOUANIER ROUSSEAU;3206;75014;PARIS 14;75;114;134;55;2;2;Appartement;63;3;
1;Vente;627000;24;0;RUE;4581;HENRI POINCARE;3211;75020;PARIS 20;75;120;12;111;2;2;Appartement;79;3;
